"","Emp ID","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","dept","salary","status"
"2850",4850,0.73,0.86,4,179,3,0,0,"technical","medium","exist"
"2851",4851,0.65,0.97,4,145,2,0,0,"technical","medium","exist"
"2852",4852,0.31,0.59,3,176,3,0,0,"technical","medium","exist"
"2853",4853,0.77,0.55,2,172,2,0,0,"technical","medium","exist"
"2854",4854,0.68,0.85,3,243,4,0,0,"technical","medium","exist"
"2855",4855,0.79,0.69,4,209,2,0,0,"support","medium","exist"
"2856",4856,0.92,0.62,4,196,3,0,0,"support","medium","exist"
"2857",4857,0.77,0.96,6,225,4,0,0,"support","medium","exist"
"2858",4858,0.48,0.89,3,261,2,0,0,"support","medium","exist"
"2859",4859,0.63,0.66,4,157,2,0,0,"support","medium","exist"
"2860",4860,0.92,0.49,5,259,3,1,0,"support","medium","exist"
"2861",4861,0.5,0.85,4,224,6,0,0,"support","high","exist"
"2862",4862,0.52,0.91,5,193,2,0,0,"support","low","exist"
"2863",4863,0.73,0.79,4,157,3,0,0,"support","medium","exist"
"2864",4864,0.99,0.87,4,223,3,0,0,"support","medium","exist"
"2865",4865,0.91,0.99,3,188,3,1,0,"support","medium","exist"
"2866",4866,0.85,0.79,3,217,2,0,0,"technical","medium","exist"
"2867",4867,0.95,0.69,4,207,2,1,0,"technical","low","exist"
"2868",4868,0.67,0.85,3,153,4,0,0,"technical","low","exist"
"2869",4869,0.86,0.55,3,269,2,0,0,"management","low","exist"
"2870",4870,0.71,0.54,4,198,3,0,0,"IT","low","exist"
"2871",4871,0.99,0.95,4,102,5,0,0,"IT","low","exist"
"2872",4872,0.57,0.61,3,167,2,1,0,"IT","low","exist"
"2873",4873,0.98,0.72,3,252,2,0,0,"IT","low","exist"
"2874",4874,0.62,0.58,3,192,2,0,0,"IT","low","exist"
"2875",4875,0.74,0.79,5,237,4,0,0,"product_mng","low","exist"
"2876",4876,0.7,0.6,4,158,3,0,0,"product_mng","low","exist"
"2877",4877,0.8,0.93,3,260,3,0,0,"product_mng","low","exist"
"2878",4878,0.65,0.69,4,153,3,0,0,"product_mng","low","exist"
"2879",4879,0.53,0.52,3,233,4,0,0,"IT","low","exist"
"2880",4880,0.43,0.62,2,180,3,0,0,"RandD","low","exist"
"2881",4881,0.59,0.65,4,163,3,1,0,"RandD","low","exist"
"2882",4882,0.16,0.96,6,211,6,1,0,"RandD","low","exist"
"2883",4883,0.84,0.8,3,151,3,1,0,"RandD","low","exist"
"2884",4884,0.78,0.95,3,249,4,0,0,"RandD","low","exist"
"2885",4885,0.66,0.91,5,199,3,1,0,"marketing","low","exist"
"2886",4886,0.7,0.74,4,247,2,0,0,"sales","low","exist"
"2887",4887,0.73,0.63,4,174,3,0,0,"accounting","low","exist"
"2888",4888,0.65,0.88,4,268,4,0,0,"support","medium","exist"
"2889",4889,0.79,0.59,5,197,4,0,0,"technical","medium","exist"
"2890",4890,0.57,0.68,4,154,3,1,0,"management","medium","exist"
"2891",4891,0.24,0.58,5,279,4,0,0,"marketing","medium","exist"
"2892",4892,0.95,0.78,3,204,2,1,0,"marketing","medium","exist"
"2893",4893,0.38,0.54,2,112,3,0,0,"marketing","medium","exist"
"2894",4894,0.9,0.78,4,261,2,1,0,"sales","medium","exist"
"2895",4895,0.5,0.4,3,180,4,0,0,"sales","medium","exist"
"2896",4896,0.68,0.61,3,261,5,0,0,"sales","medium","exist"
"2897",4897,0.5,0.78,6,138,3,0,0,"sales","medium","exist"
"2898",4898,0.85,0.81,4,164,4,0,0,"sales","medium","exist"
"2899",4899,0.95,0.52,3,144,3,0,0,"sales","medium","exist"
"2900",4900,0.92,0.92,3,244,2,0,0,"sales","high","exist"
"2901",4901,0.83,0.87,5,233,3,0,0,"sales","low","exist"
"2902",4902,0.9,0.78,4,225,2,1,0,"sales","medium","exist"
"2903",4903,0.21,0.77,6,215,4,0,0,"sales","medium","exist"
"2904",4904,0.94,0.86,3,223,4,0,0,"sales","medium","exist"
"2905",4905,0.7,0.85,4,232,3,0,0,"sales","medium","exist"
"2906",4906,0.54,0.76,3,157,4,0,0,"sales","low","exist"
"2907",4907,0.77,0.65,4,268,3,0,0,"sales","low","exist"
"2908",4908,0.62,0.49,3,158,2,0,0,"sales","low","exist"
"2909",4909,0.93,0.55,5,222,2,0,0,"sales","low","exist"
"2910",4910,0.81,0.86,3,210,3,0,0,"sales","low","exist"
"2911",4911,0.99,0.79,4,133,2,0,0,"sales","low","exist"
"2912",4912,0.78,0.49,3,224,3,0,0,"sales","low","exist"
"2913",4913,0.66,0.63,5,264,5,0,0,"accounting","low","exist"
"2914",4914,0.9,0.72,5,237,2,0,0,"accounting","low","exist"
"2915",4915,0.74,0.53,5,141,2,0,0,"accounting","low","exist"
"2916",4916,0.65,0.78,4,238,5,1,0,"hr","low","exist"
"2917",4917,0.99,0.52,4,167,3,0,0,"hr","low","exist"
"2918",4918,0.83,0.72,4,161,3,0,0,"hr","low","exist"
"2919",4919,0.6,0.82,4,194,3,0,0,"hr","low","exist"
"2920",4920,0.55,0.93,3,217,3,1,0,"technical","low","exist"
"2921",4921,0.96,0.71,3,170,3,0,0,"technical","low","exist"
"2922",4922,0.83,0.94,4,243,3,0,0,"technical","low","exist"
"2923",4923,0.95,0.7,4,267,3,1,0,"technical","low","exist"
"2924",4924,0.77,0.88,2,169,3,0,0,"technical","medium","exist"
"2925",4925,0.83,0.95,3,255,3,0,0,"technical","medium","exist"
"2926",4926,0.87,0.54,4,211,3,0,0,"technical","medium","exist"
"2927",4927,0.69,0.49,3,198,4,0,0,"technical","medium","exist"
"2928",4928,0.67,0.58,3,246,3,0,0,"technical","medium","exist"
"2929",4929,0.55,0.49,3,146,2,0,0,"technical","medium","exist"
"2930",4930,0.55,0.82,4,134,6,0,0,"technical","medium","exist"
"2931",4931,0.39,0.48,3,169,3,0,0,"support","medium","exist"
"2932",4932,0.51,0.93,5,232,3,0,0,"support","medium","exist"
"2933",4933,0.39,0.38,2,106,3,1,0,"support","medium","exist"
"2934",4934,0.96,0.93,4,260,3,0,0,"support","medium","exist"
"2935",4935,0.68,0.81,3,232,2,0,0,"support","medium","exist"
"2936",4936,0.67,0.71,4,173,3,0,0,"support","high","exist"
"2937",4937,0.68,0.44,5,152,5,0,0,"support","low","exist"
"2938",4938,0.56,0.58,3,173,3,0,0,"support","medium","exist"
"2939",4939,0.9,0.7,3,274,3,0,0,"support","medium","exist"
"2940",4940,0.69,0.59,3,233,3,0,0,"support","medium","exist"
"2941",4941,0.99,0.71,4,232,3,0,0,"support","medium","exist"
"2942",4942,0.42,0.59,3,156,2,0,0,"technical","low","exist"
"2943",4943,0.28,0.51,3,124,3,0,0,"technical","low","exist"
"2944",4944,0.55,0.65,3,207,3,0,0,"technical","low","exist"
"2945",4945,0.91,0.53,3,273,6,0,0,"management","low","exist"
"2946",4946,0.53,0.98,3,219,4,0,0,"IT","low","exist"
"2947",4947,0.87,0.74,4,207,3,0,0,"IT","low","exist"
"2948",4948,0.57,0.6,4,248,4,0,0,"IT","low","exist"
"2949",4949,0.59,0.77,3,169,3,0,0,"IT","low","exist"
"2950",4950,0.76,0.89,4,181,3,0,0,"IT","low","exist"
"2951",4951,0.59,0.42,3,196,3,0,0,"product_mng","low","exist"
"2952",4952,0.5,0.54,3,254,2,0,0,"product_mng","low","exist"
"2953",4953,0.55,0.55,4,191,4,0,0,"product_mng","low","exist"
"2954",4954,0.92,0.53,3,238,2,0,0,"product_mng","low","exist"
"2955",4955,0.8,0.51,5,196,3,0,0,"IT","low","exist"
"2956",4956,0.93,0.66,4,228,3,0,0,"RandD","low","exist"
"2957",4957,0.67,0.57,4,165,3,0,0,"RandD","low","exist"
"2958",4958,0.78,0.55,3,144,2,0,0,"RandD","low","exist"
"2959",4959,0.61,0.7,4,243,3,0,0,"RandD","low","exist"
"2960",4960,0.74,0.84,3,206,3,0,0,"RandD","low","exist"
"2961",4961,0.5,0.49,3,180,3,1,0,"marketing","low","exist"
"2962",4962,0.84,0.96,3,161,2,1,0,"sales","low","exist"
"2963",4963,0.89,0.55,4,196,2,0,0,"accounting","medium","exist"
"2964",4964,0.77,0.89,5,152,3,0,0,"support","medium","exist"
"2965",4965,0.64,0.71,3,231,4,0,0,"technical","medium","exist"
"2966",4966,0.77,0.89,2,215,5,1,0,"management","medium","exist"
"2967",4967,0.74,0.58,4,233,4,0,0,"marketing","medium","exist"
"2968",4968,0.88,0.96,4,155,2,0,0,"marketing","medium","exist"
"2969",4969,0.88,0.96,5,182,4,1,0,"marketing","medium","exist"
"2970",4970,0.89,0.88,3,165,4,0,0,"sales","medium","exist"
"2971",4971,0.74,0.59,2,257,4,1,0,"sales","medium","exist"
"2972",4972,0.63,0.74,4,155,2,0,0,"sales","medium","exist"
"2973",4973,0.63,0.8,4,243,2,0,0,"sales","medium","exist"
"2974",4974,0.68,0.92,2,184,4,0,0,"sales","medium","exist"
"2975",4975,0.14,0.81,4,138,3,1,0,"sales","high","exist"
"2976",4976,0.86,0.94,5,209,4,0,0,"sales","low","exist"
"2977",4977,0.73,0.53,3,205,2,0,0,"sales","medium","exist"
"2978",4978,0.57,0.56,3,191,3,0,0,"sales","medium","exist"
"2979",4979,0.97,0.75,5,270,3,1,0,"sales","medium","exist"
"2980",4980,0.67,0.36,4,97,4,0,0,"sales","medium","exist"
"2981",4981,0.89,0.74,4,174,2,0,0,"sales","low","exist"
"2982",4982,0.8,0.96,5,124,3,0,0,"sales","low","exist"
"2983",4983,0.3,0.51,2,178,3,0,0,"sales","low","exist"
"2984",4984,0.14,0.73,5,266,6,0,0,"sales","low","exist"
"2985",4985,0.91,0.8,4,181,3,0,0,"sales","low","exist"
"2986",4986,0.49,0.81,4,233,3,0,0,"sales","low","exist"
"2987",4987,0.57,0.68,3,254,4,0,0,"sales","low","exist"
"2988",4988,0.59,0.62,3,219,3,0,0,"sales","low","exist"
"2989",4989,0.5,0.7,5,166,2,0,0,"accounting","low","exist"
"2990",4990,0.69,0.97,3,158,2,0,0,"accounting","low","exist"
"2991",4991,0.81,0.68,3,151,3,0,0,"accounting","low","exist"
"2992",4992,0.79,0.82,3,98,3,1,0,"hr","low","exist"
"2993",4993,0.55,0.91,4,187,4,1,0,"hr","low","exist"
"2994",4994,0.92,0.62,4,266,2,0,0,"hr","low","exist"
"2995",4995,0.94,0.59,5,250,3,0,0,"hr","low","exist"
"2996",4996,0.67,0.55,5,193,3,0,0,"technical","low","exist"
"2997",4997,0.53,0.92,4,223,3,1,0,"technical","low","exist"
"2998",4998,0.77,0.59,5,189,5,0,0,"technical","low","exist"
"2999",4999,0.57,0.82,5,138,3,0,0,"technical","low","exist"
"3000",5000,0.64,0.97,4,268,2,0,0,"technical","low","exist"
"3001",5001,0.35,1,6,186,2,0,0,"technical","low","exist"
"3002",5002,0.66,0.71,3,136,3,1,0,"technical","medium","exist"
"3003",5003,0.59,0.84,4,245,3,0,0,"technical","medium","exist"
"3004",5004,0.49,0.93,4,184,3,0,0,"technical","medium","exist"
"3005",5005,0.91,0.99,5,152,3,0,0,"technical","medium","exist"
"3006",5006,0.12,0.6,2,194,4,0,0,"technical","medium","exist"
"3007",5007,0.74,0.68,3,242,5,1,0,"support","medium","exist"
"3008",5008,0.84,0.94,4,246,2,1,0,"support","medium","exist"
"3009",5009,0.51,0.99,4,211,3,0,0,"support","medium","exist"
"3010",5010,0.94,0.71,4,189,3,0,0,"support","medium","exist"
"3011",5011,0.74,0.66,3,254,2,0,0,"support","medium","exist"
"3012",5012,0.52,0.54,5,239,3,0,0,"support","medium","exist"
"3013",5013,0.31,0.92,4,133,6,0,0,"support","medium","exist"
"3014",5014,0.72,0.59,3,255,2,0,0,"support","high","exist"
"3015",5015,0.92,1,3,212,2,0,0,"support","low","exist"
"3016",5016,0.56,0.64,3,270,3,0,0,"support","medium","exist"
"3017",5017,0.76,0.45,5,177,6,0,0,"support","medium","exist"
"3018",5018,0.59,0.9,4,261,4,0,0,"technical","medium","exist"
"3019",5019,0.5,0.74,3,220,3,0,0,"technical","medium","exist"
"3020",5020,0.88,0.72,2,144,4,1,0,"technical","low","exist"
"3021",5021,0.86,0.49,4,274,2,0,0,"management","low","exist"
"3022",5022,0.66,0.99,4,195,3,0,0,"IT","low","exist"
"3023",5023,0.7,0.69,4,158,3,0,0,"IT","low","exist"
"3024",5024,0.98,0.93,5,145,4,0,0,"IT","low","exist"
"3025",5025,0.61,0.73,3,165,3,1,0,"IT","low","exist"
"3026",5026,0.57,0.66,4,270,2,0,0,"IT","low","exist"
"3027",5027,0.84,0.91,5,208,3,0,0,"product_mng","low","exist"
"3028",5028,0.76,0.4,2,245,5,0,0,"product_mng","medium","exist"
"3029",5029,0.64,0.99,4,180,4,0,0,"product_mng","medium","exist"
"3030",5030,0.87,0.7,5,225,3,0,0,"product_mng","medium","exist"
"3031",5031,0.62,0.69,3,261,2,0,0,"IT","medium","exist"
"3032",5032,0.16,0.99,3,213,6,1,1,"RandD","medium","exist"
"3033",5033,0.83,0.87,3,230,3,0,1,"RandD","medium","exist"
"3034",5034,0.36,0.59,2,198,2,0,1,"RandD","medium","exist"
"3035",5035,0.47,0.51,6,190,5,0,1,"RandD","medium","exist"
"3036",5036,0.54,0.51,4,137,4,0,1,"RandD","medium","exist"
"3037",5037,0.83,0.83,3,186,3,1,1,"marketing","medium","exist"
"3038",5038,0.96,0.68,4,137,2,0,1,"sales","medium","exist"
"3039",5039,0.91,0.74,5,192,3,0,1,"accounting","medium","exist"
"3040",5040,0.56,0.59,4,164,3,0,1,"support","medium","exist"
"3041",5041,0.73,0.66,6,195,3,0,1,"technical","medium","exist"
"3042",5042,0.97,0.63,4,151,3,0,1,"management","medium","exist"
"3043",5043,0.75,0.74,5,231,3,0,1,"marketing","medium","exist"
"3044",5044,0.49,0.76,3,257,2,1,0,"marketing","medium","exist"
"3045",5045,0.57,0.94,4,257,3,0,0,"marketing","medium","exist"
"3046",5046,0.41,0.58,5,274,2,1,0,"sales","medium","exist"
"3047",5047,0.53,0.7,3,138,2,0,0,"sales","medium","exist"
"3048",5048,0.93,0.6,4,184,3,0,0,"sales","medium","exist"
"3049",5049,0.58,0.9,3,151,3,0,0,"sales","medium","exist"
"3050",5050,0.6,0.54,3,265,3,1,0,"sales","medium","exist"
"3051",5051,0.74,0.8,4,241,2,0,0,"sales","medium","exist"
"3052",5052,0.62,0.52,3,148,3,0,0,"sales","medium","exist"
"3053",5053,0.7,0.76,5,165,3,0,0,"sales","medium","exist"
"3054",5054,0.93,0.75,3,243,2,0,0,"sales","medium","exist"
"3055",5055,0.75,0.9,4,197,2,0,0,"sales","medium","exist"
"3056",5056,0.95,0.48,5,214,6,1,1,"sales","medium","exist"
"3057",5057,0.43,0.98,4,164,3,0,1,"sales","medium","exist"
"3058",5058,0.77,0.58,4,243,4,1,1,"sales","medium","exist"
"3059",5059,0.67,1,4,145,3,1,1,"sales","medium","exist"
"3060",5060,0.51,0.72,4,163,4,0,1,"sales","medium","exist"
"3061",5061,0.94,0.53,5,257,2,0,1,"sales","medium","exist"
"3062",5062,0.9,0.85,3,253,3,0,0,"sales","medium","exist"
"3063",5063,0.8,0.78,4,234,3,0,0,"sales","medium","exist"
"3064",5064,0.34,0.89,5,266,6,0,0,"sales","medium","exist"
"3065",5065,0.45,0.53,3,181,4,1,0,"accounting","low","exist"
"3066",5066,0.97,0.66,4,193,4,0,0,"accounting","low","exist"
"3067",5067,0.5,0.48,3,163,4,0,0,"accounting","low","exist"
"3068",5068,0.89,0.62,5,144,2,0,0,"hr","low","exist"
"3069",5069,0.76,0.5,4,245,3,0,0,"hr","low","exist"
"3070",5070,0.66,0.84,4,197,2,0,0,"hr","low","exist"
"3071",5071,0.74,0.63,3,180,2,0,0,"hr","low","exist"
"3072",5072,0.69,0.74,4,237,3,0,0,"technical","low","exist"
"3073",5073,0.59,0.57,2,170,3,0,0,"technical","low","exist"
"3074",5074,1,0.85,3,150,3,0,0,"technical","low","exist"
"3075",5075,0.61,0.75,2,100,4,0,0,"technical","low","exist"
"3076",5076,0.98,0.42,5,226,3,0,0,"technical","low","exist"
"3077",5077,0.59,0.71,5,222,3,0,0,"technical","low","exist"
"3078",5078,0.22,0.69,4,182,6,0,0,"technical","low","exist"
"3079",5079,0.71,0.95,3,150,2,0,0,"technical","low","exist"
"3080",5080,0.86,0.53,4,244,3,0,0,"technical","medium","exist"
"3081",5081,0.65,0.59,5,271,3,0,0,"technical","medium","exist"
"3082",5082,0.93,0.67,5,167,3,0,0,"technical","medium","exist"
"3083",5083,0.49,0.69,2,128,2,0,0,"support","medium","exist"
"3084",5084,0.78,0.77,3,149,4,1,0,"support","medium","exist"
"3085",5085,0.62,0.7,4,141,4,0,0,"support","medium","exist"
"3086",5086,0.72,0.63,3,149,2,0,0,"support","medium","exist"
"3087",5087,0.7,0.56,4,107,6,0,0,"support","medium","exist"
"3088",5088,0.54,0.93,5,189,2,0,0,"support","medium","exist"
"3089",5089,0.61,0.95,4,169,4,0,0,"support","medium","exist"
"3090",5090,0.84,0.95,4,208,3,1,0,"support","medium","exist"
"3091",5091,0.8,0.58,3,197,3,0,0,"support","medium","exist"
"3092",5092,0.58,0.5,4,225,3,0,0,"support","high","exist"
"3093",5093,0.97,0.87,2,175,6,0,0,"support","high","exist"
"3094",5094,0.92,0.55,3,172,2,0,0,"technical","high","exist"
"3095",5095,0.96,0.51,3,237,4,0,0,"technical","high","exist"
"3096",5096,0.73,0.87,4,155,3,1,0,"technical","high","exist"
"3097",5097,0.73,0.71,4,148,3,0,0,"management","high","exist"
"3098",5098,0.53,0.83,4,246,3,0,0,"IT","high","exist"
"3099",5099,0.17,0.82,5,193,5,0,0,"IT","high","exist"
"3100",5100,0.75,0.76,5,175,4,0,0,"IT","low","exist"
"3101",5101,0.76,0.44,3,121,4,0,0,"IT","low","exist"
"3102",5102,0.76,0.77,4,223,3,0,0,"IT","low","exist"
"3103",5103,0.92,0.55,3,259,3,0,0,"product_mng","low","exist"
"3104",5104,0.82,0.88,4,171,2,0,0,"product_mng","low","exist"
"3105",5105,0.38,0.5,2,170,3,0,0,"product_mng","low","exist"
"3106",5106,0.49,0.72,4,246,3,0,0,"product_mng","low","exist"
"3107",5107,0.53,0.8,3,175,3,0,0,"IT","low","exist"
"3108",5108,0.56,0.59,3,185,2,0,0,"RandD","medium","exist"
"3109",5109,0.69,0.98,3,168,2,0,0,"RandD","medium","exist"
"3110",5110,0.62,0.99,4,171,3,0,0,"RandD","medium","exist"
"3111",5111,0.71,0.76,3,201,2,0,0,"RandD","medium","exist"
"3112",5112,0.52,1,4,148,3,0,0,"RandD","medium","exist"
"3113",5113,0.2,0.53,6,189,4,0,0,"marketing","medium","exist"
"3114",5114,0.93,0.61,3,166,3,0,0,"sales","medium","exist"
"3115",5115,0.74,0.81,4,150,2,0,0,"accounting","medium","exist"
"3116",5116,0.78,0.45,3,253,6,0,1,"support","medium","exist"
"3117",5117,0.85,0.79,3,243,2,0,1,"technical","medium","exist"
"3118",5118,0.79,0.56,5,250,2,1,1,"management","medium","exist"
"3119",5119,0.92,0.91,3,228,2,0,1,"marketing","medium","exist"
"3120",5120,0.58,0.97,3,186,3,0,1,"marketing","medium","exist"
"3121",5121,0.68,0.72,3,213,3,0,1,"marketing","medium","exist"
"3122",5122,0.9,0.67,4,233,3,0,1,"sales","medium","exist"
"3123",5123,0.67,0.71,5,265,2,0,1,"sales","medium","exist"
"3124",5124,0.79,0.73,4,226,3,0,0,"sales","medium","exist"
"3125",5125,0.23,0.48,5,221,6,0,0,"sales","medium","exist"
"3126",5126,0.98,0.99,3,253,4,0,0,"sales","medium","exist"
"3127",5127,0.8,0.75,3,134,4,0,0,"sales","medium","exist"
"3128",5128,0.77,0.84,3,188,4,0,0,"sales","medium","exist"
"3129",5129,1,0.91,3,160,4,0,0,"sales","medium","exist"
"3130",5130,0.6,0.92,4,164,4,0,0,"sales","medium","exist"
"3131",5131,0.49,0.54,6,214,3,0,0,"sales","high","exist"
"3132",5132,0.91,0.99,5,228,4,1,0,"sales","low","exist"
"3133",5133,0.97,0.52,5,149,3,1,0,"sales","medium","exist"
"3134",5134,0.71,0.76,3,175,2,0,0,"sales","medium","exist"
"3135",5135,0.62,0.91,3,195,3,0,0,"sales","medium","exist"
"3136",5136,0.61,0.92,3,222,4,0,0,"sales","medium","exist"
"3137",5137,0.21,0.6,5,249,4,0,0,"sales","medium","exist"
"3138",5138,0.64,0.97,2,226,3,1,0,"sales","medium","exist"
"3139",5139,0.61,0.65,2,117,2,1,0,"sales","medium","exist"
"3140",5140,0.58,0.75,4,255,3,0,0,"sales","medium","exist"
"3141",5141,0.41,0.9,6,155,2,0,0,"accounting","medium","exist"
"3142",5142,0.98,0.73,5,185,3,0,0,"accounting","medium","exist"
"3143",5143,0.5,0.88,4,275,5,0,0,"accounting","low","exist"
"3144",5144,0.98,0.61,3,226,2,0,0,"hr","low","exist"
"3145",5145,0.4,0.85,4,198,2,0,0,"hr","low","exist"
"3146",5146,0.63,0.92,2,198,2,0,0,"hr","low","exist"
"3147",5147,0.75,0.53,4,251,3,0,0,"hr","low","exist"
"3148",5148,0.82,0.84,3,237,2,0,0,"technical","low","exist"
"3149",5149,0.55,0.62,5,197,2,0,0,"technical","low","exist"
"3150",5150,0.44,0.36,2,136,3,0,0,"technical","high","exist"
"3151",5151,0.92,0.88,3,184,3,1,0,"technical","low","exist"
"3152",5152,0.57,0.56,2,159,3,0,0,"technical","high","exist"
"3153",5153,0.73,0.86,4,133,3,0,0,"technical","high","exist"
"3154",5154,0.82,0.92,5,198,3,0,0,"technical","low","exist"
"3155",5155,0.54,0.75,3,260,2,0,0,"technical","low","exist"
"3156",5156,0.64,0.95,3,154,4,0,0,"technical","high","exist"
"3157",5157,0.99,0.76,4,185,5,0,0,"technical","low","exist"
"3158",5158,0.19,0.92,5,193,6,0,0,"technical","medium","exist"
"3159",5159,0.86,0.96,4,167,3,0,0,"support","high","exist"
"3160",5160,0.65,0.66,5,165,3,0,0,"support","medium","exist"
"3161",5161,0.52,0.81,3,253,2,0,0,"support","medium","exist"
"3162",5162,0.85,0.49,4,142,3,0,0,"support","medium","exist"
"3163",5163,0.61,0.64,5,186,4,0,0,"support","medium","exist"
"3164",5164,0.77,0.57,4,203,3,1,0,"support","high","exist"
"3165",5165,0.54,0.94,4,217,2,0,0,"support","medium","exist"
"3166",5166,0.76,0.74,4,187,3,0,0,"support","medium","exist"
"3167",5167,0.79,0.9,3,152,4,0,0,"support","medium","exist"
"3168",5168,0.89,0.93,5,150,2,0,0,"support","high","exist"
"3169",5169,0.6,0.8,3,191,2,0,0,"support","medium","exist"
"3170",5170,0.51,0.58,4,140,3,0,0,"technical","high","exist"
"3171",5171,0.2,0.72,5,123,2,1,0,"technical","low","exist"
"3172",5172,0.93,0.6,5,170,2,0,0,"technical","medium","exist"
"3173",5173,0.77,0.54,3,227,4,0,0,"management","medium","exist"
"3174",5174,0.8,0.87,4,220,2,0,0,"IT","medium","exist"
"3175",5175,0.8,0.97,5,258,3,0,0,"IT","medium","exist"
"3176",5176,0.62,0.92,5,149,3,0,0,"IT","low","exist"
"3177",5177,0.79,0.72,4,192,3,0,0,"IT","low","exist"
"3178",5178,0.88,0.73,5,267,3,0,0,"IT","low","exist"
"3179",5179,0.96,0.73,5,169,3,1,0,"product_mng","low","exist"
"3180",5180,0.34,0.69,2,178,3,0,0,"product_mng","low","exist"
"3181",5181,0.34,0.65,2,165,4,0,0,"product_mng","low","exist"
"3182",5182,0.88,0.85,4,231,3,0,0,"product_mng","low","exist"
"3183",5183,0.66,0.61,3,260,3,0,0,"IT","low","exist"
"3184",5184,0.55,0.71,4,181,2,1,0,"RandD","low","exist"
"3185",5185,0.59,0.51,3,243,2,0,0,"RandD","low","exist"
"3186",5186,0.62,0.73,4,191,3,0,0,"RandD","high","exist"
"3187",5187,0.78,0.93,3,200,3,0,0,"RandD","low","exist"
"3188",5188,0.73,0.75,5,265,3,0,0,"RandD","low","exist"
"3189",5189,0.71,0.94,4,246,3,0,0,"marketing","low","exist"
"3190",5190,0.97,0.86,3,187,2,0,0,"sales","low","exist"
"3191",5191,0.21,0.74,5,141,4,0,0,"accounting","high","exist"
"3192",5192,0.52,0.96,4,246,3,0,0,"support","low","exist"
"3193",5193,0.73,0.88,4,236,3,1,0,"technical","low","exist"
"3194",5194,0.74,0.83,3,170,3,0,0,"management","low","exist"
"3195",5195,0.26,0.71,6,189,2,0,0,"marketing","high","exist"
"3196",5196,0.52,0.78,4,237,3,0,0,"marketing","low","exist"
"3197",5197,0.69,0.54,4,180,3,0,0,"marketing","medium","exist"
"3198",5198,0.79,0.59,2,157,6,0,0,"sales","high","exist"
"3199",5199,0.93,0.62,4,258,3,0,0,"sales","medium","exist"
"3200",5200,0.34,0.87,4,283,2,0,0,"sales","high","exist"
"3201",5201,0.77,0.52,4,216,3,0,0,"sales","medium","exist"
"3202",5202,0.36,0.73,3,187,3,0,0,"sales","medium","exist"
"3203",5203,0.93,0.58,3,215,3,0,0,"sales","medium","exist"
"3204",5204,0.7,0.58,3,211,3,0,0,"sales","medium","exist"
"3205",5205,0.51,0.49,4,182,2,0,0,"sales","medium","exist"
"3206",5206,0.83,0.78,3,165,3,1,0,"sales","medium","exist"
"3207",5207,0.89,0.89,4,265,2,0,0,"sales","medium","exist"
"3208",5208,0.94,0.59,3,137,2,0,0,"sales","medium","exist"
"3209",5209,0.8,0.55,4,269,3,0,0,"sales","high","exist"
"3210",5210,0.74,0.66,3,177,2,0,0,"sales","low","exist"
"3211",5211,0.5,0.91,3,240,2,0,0,"sales","medium","exist"
"3212",5212,0.54,0.84,4,174,2,0,0,"sales","medium","exist"
"3213",5213,0.5,0.54,3,134,3,0,0,"sales","medium","exist"
"3214",5214,0.17,0.91,2,271,4,0,0,"sales","medium","exist"
"3215",5215,0.57,0.53,5,216,2,1,0,"sales","medium","exist"
"3216",5216,0.8,0.51,4,213,3,0,0,"sales","medium","exist"
"3217",5217,0.45,0.64,5,133,4,0,0,"accounting","medium","exist"
"3218",5218,0.87,0.5,4,267,2,1,0,"accounting","medium","exist"
"3219",5219,0.98,0.64,3,263,4,0,0,"accounting","medium","exist"
"3220",5220,0.55,0.8,4,260,3,0,0,"hr","high","exist"
"3221",5221,0.53,0.5,4,185,3,0,0,"hr","low","exist"
"3222",5222,0.75,0.48,2,284,6,0,0,"hr","low","exist"
"3223",5223,0.96,0.59,3,229,3,0,0,"hr","low","exist"
"3224",5224,0.71,0.97,3,189,3,1,0,"technical","high","exist"
"3225",5225,0.7,0.63,3,209,3,0,0,"technical","low","exist"
"3226",5226,0.33,0.94,4,166,6,0,0,"technical","low","exist"
"3227",5227,0.93,0.94,3,183,2,0,0,"technical","low","exist"
"3228",5228,0.64,0.65,3,181,2,0,0,"technical","high","exist"
"3229",5229,0.27,0.45,3,239,4,0,0,"technical","low","exist"
"3230",5230,0.99,0.99,3,158,2,0,0,"technical","low","exist"
"3231",5231,0.81,0.62,3,187,3,0,0,"technical","low","exist"
"3232",5232,0.6,0.91,4,236,3,0,0,"technical","low","exist"
"3233",5233,0.32,0.4,6,162,5,0,0,"technical","low","exist"
"3234",5234,0.48,0.68,4,163,2,1,0,"technical","low","exist"
"3235",5235,0.87,0.51,4,173,3,0,0,"support","low","exist"
"3236",5236,0.91,0.79,5,273,4,1,0,"support","medium","exist"
"3237",5237,0.24,0.89,5,142,4,0,0,"support","medium","exist"
"3238",5238,0.66,0.56,4,141,4,0,0,"support","medium","exist"
"3239",5239,0.94,0.59,3,234,2,0,0,"support","medium","exist"
"3240",5240,0.93,0.97,5,255,4,0,0,"support","medium","exist"
